2615,"Máquinas de Costura Industriais",,0
2627,"Restaurantes Industriais - Administração",,0
2631,"Instrumentos Musicais - Lojas",,0
2633,"Padarias e Confeitarias - Art e Equip",,0
2640,"Telefones Celulares - Aparelhos e Acessórios (Lojas)",,0
2641,"Telefones - Ap - Conserto e Vendas",,0
2642,amidos,,0
2643,"arroz - beneficiamento",,0
2650,"erva-mate - atac; distr e beneficiamento",,0
2662,"Transformadores Elétricos",,0
2663,"Subestações Elétricas",,0
2664,"Agricultura e Criação de Animais",,0
2665,Agroindústria,,0
2676,"Animais de Estimação",,0
2680,"Cães - Adestramento",,0
2691,"Artigos e Insumos",,0
2698,Farelos,,0
2701,Peles,,0
2705,Selaria,,0
2708,"Tronco Brete",,0
2709,Criadores,,0
2712,Aqüicultura,,0
2713,"Aves e Ovos",,0
2715,Granjas,,0
2718,Piscicultura,,0
2719,"Instalações Rurais",,0
2724,Drenagem,,0
2725,Estufas,,0
2728,Silos,,0
2731,"Máquinas e Equipamentos",,0
2733,Cata-ventos,,0
2736,"Máquinas para Beneficiar",,0
2742,Trituradores,,0
2743,"Produtores Agrícolas",,0
2749,"Floriculturas - Fornecedores",,0
2750,"Frutas; Legumes e Verduras",,0
2751,"Fumo - Fab e Distr",,0
2754,"Verduras e Legumes",,0
2755,"Serviços e Profissionais",,0
